property	categories
P1287	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576,Q27525351
P1288	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1291	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1307	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1309	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1315	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1331	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P1341	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P1364	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q27886949,Q22984545
P1367	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P1368	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1409	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23660994,Q22984545
P1415	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1422	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P1430	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576
P1440	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q22984545,Q27698571
P1447	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q19847637,Q22984545
P1463	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1469	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P1473	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1541	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23660994,Q22984545
P1553	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P1556	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22988631
P1563	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22988631
P1564	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P1580	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1599	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984450,Q27870307
P1601	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1607	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1614	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1615	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576,Q27918607,Q28649030
P1631	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1648	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1649	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P1650	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1663	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23660994,Q22984545
P1664	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23660994,Q22984545
P1688	Q19595382,Q19833377,Q18608871,Q18614948,Q18616576,Q18618644,Q19847637
P1707	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576,Q27918607
P1710	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1711	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P1712	Q19595382,Q19833377,Q18608871,Q18614948,Q18616576,Q18618644,Q22964274,Q19847637,Q27531381,Q22965162,Q29542094
P1713	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P1714	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1728	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P1736	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P1749	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P1788	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28649030
P1795	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576,Q27918607
P1802	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1803	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984450,Q27870307
P1808	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P1816	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P1818	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1819	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1825	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28649017,Q22984545
P1826	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28649017,Q22984545
P1842	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576
P1847	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27151329,Q27918607
P1869	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576
P1871	Q19595382,Q19829908,Q18608871,Q18614948,Q18616576,Q19829914,Q21745557,Q19847637,Q18608993
P1882	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P1883	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1890	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576
P1899	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1901	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27918607
P1902	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q19833377,Q22965078,Q27525351,Q28146956,Q18618644
P1907	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1908	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1935	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1938	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1946	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1953	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P1959	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1960	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1967	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28606291,Q22984545
P1969	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P1977	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1979	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1980	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1982	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1986	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P1988	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P1989	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27525351
P1996	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2000	Q19595382,Q19833377,Q18608871,Q18614948,Q18616576,Q18618644,Q19847637
P2005	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576
P2006	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2011	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P2013	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q24262056,Q18608993,Q24239898,Q30041186
P2015	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2016	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984450
P2018	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2019	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P2020	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2028	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2029	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2030	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2038	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2041	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2042	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2070	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2071	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2080	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576,Q28649030
P2087	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2089	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2090	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P2091	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772046,Q22984545
P2162	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772038,Q22984545
P2164	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27525351
P2168	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P2169	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P2170	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P2171	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2172	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P2173	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P2174	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q24075706,Q27918607
P2180	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2181	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P2182	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P2188	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P2190	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2191	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P2193	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2194	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2195	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2252	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2255	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2266	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27659414
P2267	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q22984475,Q18608993
P2268	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2273	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576
P2276	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2277	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576
P2278	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P2280	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P2287	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2323	Q19595382,Q19847637,Q18608871,Q18614948,Q18616576,Q22964372,Q30225619,Q30225604,Q18608993,Q21818626,Q22984545
P2332	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2338	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27525351
P2340	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2342	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27918607
P2349	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2350	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P2369	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2373	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27525351
P2380	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2381	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2383	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2385	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2387	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P2398	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2399	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2401	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2412	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27659414
P2418	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2421	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2423	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28606291,Q22984545
P2428	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2431	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2432	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2435	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P2446	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2447	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2448	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2449	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2450	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2454	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2456	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2458	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2459	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P2460	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2469	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2470	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2471	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27659414
P2472	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P2476	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27918607
P2481	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28600002,Q28649019,Q21818626,Q22984545
P2482	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28649017,Q22984545
P2485	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27151329,Q27918607,Q27659414
P2492	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2498	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28649030
P2510	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P2514	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P2519	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P2533	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28649030,Q27918607,Q29561722
P2538	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2549	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P2558	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P2574	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2580	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2592	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2593	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22964372,Q30225604,Q30225619,Q18608993,Q21818626,Q22984545
P2600	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2601	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28600002,Q28649019,Q21818626,Q22984545
P2602	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q28600002,Q28649019,Q21818626,Q22984545
P2604	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P2605	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P2607	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P2611	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2625	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2626	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P2638	Q19595382,Q19833377,Q18608871,Q18614948,Q18616576,Q18618644,Q19847637
P2639	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q22964274,Q19847637,Q18608993,Q27531381,Q19833377,Q22965162,Q29542094,Q18618644
P2640	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772046,Q22984545
P2641	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27886949,Q28762481,Q21818626,Q22984545
P2642	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28649023,Q28649030,Q27886949,Q28762481,Q22984545
P2685	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28549561,Q22984545
P2686	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q22984475,Q18608993
P2688	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P2694	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P2696	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P2697	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P2698	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P2705	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28606291,Q22984545
P2709	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23660994,Q28649023,Q28649030,Q22984545
P2722	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27525351
P2726	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P2727	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28606291,Q22984545
P2728	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q24052406,Q28606291,Q21818626,Q22984545
P2729	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q27886949,Q22984545
P2730	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P2731	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P2732	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P2734	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P2736	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2741	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2745	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2750	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27151329,Q27918607
P2753	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2764	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q24052406,Q28606291,Q21818626,Q22984545
P2767	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28606291,Q22984545
P2772	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P2773	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P2774	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P2775	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P2776	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P2777	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P2778	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P2779	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P2780	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772046,Q22984545
P2798	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2799	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P2800	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P2801	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P2804	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28772046,Q22984545
P2805	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P2810	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648966,Q28649023,Q28649030,Q22984545
P2811	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648966,Q22984545
P2818	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28606291,Q22984545
P2823	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P2829	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q24052406,Q28606291,Q21818626,Q22984545
P2830	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q24052406,Q28606291,Q21818626,Q22984545
P2843	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2850	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P2857	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q24052406,Q28606291,Q21818626,Q22984545
P2861	Q19595382,Q18608871,Q18614948,Q18616576,Q22984450,Q19847637
P2862	Q19595382,Q18608871,Q18614948,Q18616576,Q22984450,Q19847637
P2886	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P2889	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2909	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P2914	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2915	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P2930	Q19595382,Q18608871,Q18614948,Q18616576,Q22981316,Q19847637
P2940	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2941	Q19595382,Q18608871,Q18614948,Q19887775,Q18616576,Q19847637
P2943	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2944	Q19595382,Q18608871,Q18614948,Q19887775,Q18616576,Q19847637
P2945	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P2949	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q24075706
P2953	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2963	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P2966	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P2972	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P2973	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P2977	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P2985	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P2987	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28606291,Q22984545
P2990	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P2991	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28600002,Q22984545
P3010	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3017	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P3023	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3029	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P3043	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P3044	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q28648960,Q22984545
P3045	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3046	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P3047	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P3048	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q29868164,Q22984545
P3049	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P3050	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P3051	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3052	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3053	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q21818626,Q23661205,Q22984545
P3054	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P3055	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P3056	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3058	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607
P3072	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q22984475
P3111	Q19595382,Q18608871,Q18614948,Q18616576,Q21818626,Q22984545,Q19847637
P3114	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3122	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3124	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3126	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3136	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3140	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3142	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3144	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3145	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381,Q19833377,Q22965162,Q29542094,Q18618644
P3146	Q19595382,Q18608871,Q18614948,Q18616576,Q22964274,Q19847637,Q27531381
P3154	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637,Q27918607,Q29561722
P3159	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3160	Q19595382,Q18608871,Q18614948,Q18616576,Q22984475,Q19847637
P3162	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993,Q27525351
P3171	Q19595382,Q18608871,Q18614948,Q18616576,Q22964372,Q21818626,Q19847637,Q18608993,Q22984545,Q30225619
P3172	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3185	Q19595382,Q18608871,Q18614948,Q18616576,Q21745557,Q19847637,Q18608993
P3187	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
P3188	Q19595382,Q18608871,Q18614948,Q18616576,Q19847637
