property	categories
P1955	Q21745557,Q18616576,Q22964476,Q21451178,Q18608993,Q18614948,Q27525351,Q19847637
P1983	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P2088	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P2165	Q21745557,Q18616576,Q18608993,Q18614948,Q27525351,Q19847637
P2166	Q21745557,Q18616576,Q18608993,Q18614948,Q27525351,Q19847637
P2189	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P2253	Q21745557,Q18616576,Q22984450,Q18608993,Q18614948,Q19847637
P2328	Q21745557,Q18616576,Q21818626,Q23660994,Q18608993,Q18614948,Q19847637,Q22984545
P2331	Q21745557,Q18616576,Q21818626,Q23660994,Q18608993,Q18614948,Q19847637,Q22984545
P2335	Q21745557,Q18616576,Q22964274,Q18608993,Q18614948,Q27531381,Q19847637
P2337	Q21745557,Q18616576,Q22964274,Q18608993,Q18614948,Q27531381,Q19847637
P2427	Q21745557,Q18616576,Q18608993,Q18614948,Q24075706,Q19847637
P2463	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P2486	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637,Q27659414
P2524	Q21745557,Q18616576,Q22984450,Q18608993,Q18614948,Q19847637
P2531	Q21745557,Q18616576,Q22964274,Q18608993,Q18614948,Q27531381,Q19847637
P2627	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P2628	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P2651	Q21745557,Q18616576,Q22984450,Q18608993,Q18614948,Q19847637
P2655	Q21745557,Q18616576,Q22984450,Q18608993,Q18614948,Q19847637
P2657	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P2740	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P2782	Q21745557,Q18616576,Q22964476,Q21451178,Q18608993,Q18614948,Q19847637,Q27659414
P2904	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P2905	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P2939	Q21745557,Q18616576,Q18608993,Q18614948,Q24052406,Q28606291,Q19847637,Q21818626,Q22984545
P2954	Q21745557,Q18616576,Q22964476,Q21451178,Q18608993,Q18614948,Q19847637
P3002	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3035	Q21745557,Q18616576,Q19847637,Q18608993,Q18614948,Q27038669
P3042	Q21745557,Q18616576,Q18608993,Q18614948,Q24052406,Q28606291,Q19847637,Q21818626,Q22984545
P3057	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3061	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3066	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3068	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3115	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3152	Q21745557,Q18616576,Q23038310,Q18608993,Q18614948,Q19847637
P3153	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3163	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3193	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3199	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3200	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3206	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3220	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3225	Q21745557,Q18616576,Q22964476,Q21451178,Q18608993,Q18614948,Q19847637
P3234	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3273	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3375	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3376	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3377	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3393	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3500	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3534	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3548	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3549	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3551	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3642	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3692	Q21745557,Q18616576,Q21818626,Q22984545,Q18608993,Q18614948,Q19847637
P3819	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3849	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3875	Q21745557,Q18616576,Q22964476,Q21451178,Q18608993,Q18614948,Q19847637
P3877	Q21745557,Q18616576,Q23038310,Q18608993,Q18614948,Q19847637
P3914	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3918	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P3979	Q21745557,Q18616576,Q22964274,Q22964476,Q21451178,Q18608993,Q18614948,Q27531381,Q19847637
P4031	Q21745557,Q18616576,Q18608993,Q18614948,Q19847637
P4052	Q21745557,Q18616576,Q22984450,Q18608993,Q18614948,Q19847637
P664	Q21818626,Q22964785,Q22984545,Q18616576
P2321	Q21818626,Q22984545,Q18616576
P2417	Q21818626,Q22984545,Q18616576
P2443	Q21818626,Q22984545,Q18616576
P2869	Q21818626,Q22984545,Q18616576
P2955	Q21818626,Q22984545,Q18616576
P3260	Q21818626,Q22984545,Q18616576
P3279	Q21818626,Q22984545,Q18616576
P3450	Q21818626,Q22984545,Q18616576
P3494	Q21818626,Q22984545,Q18616576
P3496	Q21818626,Q22984545,Q18616576
P3497	Q21818626,Q22984545,Q18616576
P3715	Q21818626,Q22984545,Q18616576
P3822	Q21818626,Q22984545,Q18616576
P2264	Q22582645,Q18616576
P2031	Q22661913,Q18616576,Q18636219,Q18608871,Q18668171
P2032	Q22661913,Q18616576,Q18636219,Q18608871,Q18668171
P516	Q22963600,Q18616576
P588	Q22963600,Q18616576
P618	Q22963600,Q18616576
P1002	Q22963600,Q18616576
P1078	Q22963600,Q18616576
P1210	Q22963600,Q18616576
P1211	Q22963600,Q18616576
P1221	Q22963600,Q18616576
P1247	Q22963600,Q18616576
P1637	Q22963600,Q18616576
P1654	Q22963600,Q18616576
P2109	Q22963600,Q18616576
P2556	Q22963600,Q18616576
P2557	Q22963600,Q18616576
P2610	Q22963600,Q22981316,Q18616576
P3439	Q22963600,Q18616576
P462	Q22964093,Q18616576
P929	Q22964093,Q18616576
P1419	Q22964093,Q18616576
P485	Q22964126,Q18616576,Q18608993
P22	Q22964231,Q18616576,Q18608871,Q26935994
P25	Q22964231,Q18616576,Q18608871,Q28649030
P40	Q22964231,Q18616576,Q18608871
P1290	Q22964231,Q18616576,Q18608871
P1971	Q22964231,Q18616576,Q18608871
P3373	Q22964231,Q18616576,Q18608871,Q26935994
P3448	Q22964231,Q18616576,Q18608871
P2336	Q22964274,Q18614948,Q19833377,Q22965078,Q27531381,Q27525351,Q28146956,Q19847637,Q18618644,Q18616576
P2530	Q22964274,Q18614948,Q27531381,Q19847637,Q18616576
P4085	Q22964274,Q18614948,Q27531381,Q19847637,Q27918607,Q29561722,Q18616576
P4086	Q22964274,Q18614948,Q27531381,Q19833377,Q22965162,Q19847637,Q29542094,Q18618644,Q18616576
P241	Q22964288,Q18616576,Q18608993
P520	Q22964288,Q18616576,Q18608993
P739	Q22964288,Q18616576,Q18608993
P847	Q22964288,Q18616576,Q23069609,Q24041613,Q18608993,Q22984363
P862	Q22964288,Q18616576,Q23069609,Q24041613,Q18608993,Q22984363
P3460	Q22964288,Q18616576,Q18608993
P114	Q22964357,Q18616576,Q23069609,Q18608993,Q22984363
P432	Q22964357,Q18616576,Q23069609,Q18608993,Q22984363
P118	Q22964372,Q18616576,Q21818626,Q18608993,Q22984545
P286	Q22964372,Q18616576,Q21818626,Q18608993,Q18608871,Q28106456,Q22984545
P505	Q22964372,Q18616576,Q21818626,Q18608993,Q22984545
P634	Q22964372,Q18616576,Q21818626,Q18608993,Q22984545
P831	Q22964372,Q18616576,Q21818626,Q18608993,Q22984545
P859	Q22964372,Q18616576,Q21818626,Q22964785,Q18608993,Q18608871,Q28106456,Q28106586,Q22984545
P984	Q22964372,Q18616576,Q21818626,Q18608993,Q22984545,Q30225619
P1352	Q22964372,Q18616576,Q21818626,Q18608993,Q18608871,Q28106456,Q22984545
P1355	Q22964372,Q18616576,Q21818626,Q18608993,Q18608871,Q28106456,Q22984545
P1356	Q22964372,Q18616576,Q21818626,Q18608993,Q18608871,Q28106456,Q22984545
P1357	Q22964372,Q18616576,Q21818626,Q18608993,Q18608871,Q28106456,Q22984545
P1359	Q22964372,Q18616576,Q21818626,Q18608993,Q18608871,Q28106456,Q22984545
P2103	Q22964372,Q18616576,Q21818626,Q18608993,Q22984545
P2105	Q22964372,Q18616576,Q21818626,Q18608993,Q22984545
P2522	Q22964372,Q18616576,Q21818626,Q18608993,Q18608871,Q28106456,Q22984545
P169	Q22964476,Q18616576,Q21451178,Q18608993
P199	Q22964476,Q18616576,Q21451178,Q18608993
P355	Q22964476,Q18616576,Q21451178,Q18608993
P414	Q22964476,Q18616576,Q21451178,Q18608993
P1128	Q22964476,Q18616576,Q21451178,Q18608993
P1454	Q22964476,Q18616576,Q21451178,Q22984026,Q18608993
P3608	Q22964476,Q18616576,Q21451178,Q18608993
P533	Q22964785,Q18616576
P542	Q22964785,Q18616576
P710	Q22964785,Q18616576
P823	Q22964785,Q18616576
P832	Q22964785,Q18616576
P967	Q22964785,Q18616576
P1110	Q22964785,Q21818626,Q18616576,Q28106586,Q22984545
P1132	Q22964785,Q18616576
P1339	Q22964785,Q18616576,Q28100241
P1444	Q22964785,Q18616576
P1446	Q22964785,Q18616576,Q28100241
P1478	Q22964785,Q18616576,Q28100241,Q28746712
P1479	Q22964785,Q18616576,Q28100241,Q28746712
P1536	Q22964785,Q18616576,Q28100241
P1537	Q22964785,Q18616576,Q28100241
P1561	Q22964785,Q18616576,Q28100241
P1591	Q22964785,Q22984026,Q18616576
P1593	Q22964785,Q22984026,Q18616576
P1840	Q22964785,Q22984026,Q18616576
P1903	Q22964785,Q22988651,Q18616576
P2127	Q22964785,Q18616576
P2257	Q22964785,Q18616576
P2318	Q22964785,Q18616576
P2320	Q22964785,Q18616576
P3081	Q22964785,Q18616576
P3082	Q22964785,Q18616576,Q28100241
P3886	Q22964785,Q18616576
P4089	Q22964785,Q18616576
P726	Q22964818,Q22964785,Q22984475,Q18616576
P991	Q22964818,Q22964785,Q22984475,Q18616576
P1697	Q22964818,Q22964785,Q22984475,Q18616576
P2964	Q22964818,Q22964785,Q22984475,Q18616576
P2998	Q22964818,Q22964785,Q22984475,Q18616576
P3602	Q22964818,Q22964785,Q22984475,Q18616576
P167	Q22964966,Q19829914,Q18616576
P193	Q22964966,Q19829914,Q18616576
P466	Q22964966,Q19829914,Q18616576
P631	Q22964966,Q19829914,Q18616576
P770	Q22964966,Q19829914,Q18616576
P1101	Q22964966,Q19829914,Q18616576
P1139	Q22964966,Q19829914,Q18616576
P1301	Q22964966,Q19829914,Q22984363,Q18616576
P1398	Q22964966,Q19829914,Q18616576
P3158	Q22964966,Q19829914,Q18616576
P4080	Q22964966,Q19829914,Q18616576
P86	Q22965078,Q18618644,Q27525351,Q18616576
P87	Q22965078,Q18618644,Q27525351,Q18616576
P162	Q22965078,Q22965162,Q18618644,Q27525351,Q27531381,Q18616576
P175	Q22965078,Q18618644,Q27525351,Q18616576
P406	Q22965078,Q18618644,Q27525351,Q18616576
P658	Q22965078,Q18618644,Q27525351,Q18616576
P676	Q22965078,Q18618644,Q27525351,Q18616576
P736	Q22965078,Q18618644,Q27525351,Q18616576,Q27918607
P826	Q22965078,Q18618644,Q27525351,Q18616576
P870	Q22965078,Q18618644,Q27525351,Q18616576
P942	Q22965078,Q18618644,Q27525351,Q18616576
P1432	Q22965078,Q18618644,Q27525351,Q18616576
P1558	Q22965078,Q18618644,Q27525351,Q18616576
P1625	Q22965078,Q18618644,Q27525351,Q18616576
P1725	Q22965078,Q18618644,Q27525351,Q18616576
P2279	Q22965078,Q18618644,Q27525351,Q18616576
P2291	Q22965078,Q18618644,Q27525351,Q18616576
P2550	Q22965078,Q18618644,Q27525351,Q18616576
P3030	Q22965078,Q18618644,Q27525351,Q18616576
P3440	Q22965078,Q18618644,Q27525351,Q18616576
P161	Q22965162,Q18618644,Q27531381,Q18616576
P344	Q22965162,Q18618644,Q27531381,Q27151329,Q27918607,Q18616576
P1040	Q22965162,Q18618644,Q27531381,Q18616576
P1431	Q22965162,Q18618644,Q27531381,Q18616576
P1657	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P1981	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P2208	Q22965162,Q18618644,Q27531381,Q18616576
P2363	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P2629	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P2637	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P2684	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P2747	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P2755	Q22965162,Q18618644,Q27531381,Q18616576
P2756	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P2758	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P1891	Q22984026,Q18616576
P2058	Q22984026,Q18616576
P2567	Q22984026,Q18616576
P2568	Q22984026,Q18616576
P3014	Q22984026,Q18616576
P3148	Q22984026,Q18616576
P3751	Q22984026,Q18616576
P3825	Q22984026,Q18616576
P3837	Q22984026,Q18616576
P3944	Q22984026,Q22964785,Q24575337,Q18616576,Q18614948,Q19847637
P4006	Q22984026,Q18616576
P177	Q22984363,Q18616576,Q22964966,Q29446361,Q19829914
P375	Q22984363,Q18616576,Q28104992
P521	Q22984363,Q18616576
P546	Q22984363,Q18616576
P559	Q22984363,Q18616576
P833	Q22984363,Q18616576
P1029	Q22984363,Q18616576
P1079	Q22984363,Q18616576,Q28104992
P1103	Q22984363,Q18616576
P1192	Q22984363,Q18616576
P1202	Q22984363,Q18616576,Q28104992
P1373	Q22984363,Q18616576
P1418	Q22984363,Q18616576,Q28104992
P1876	Q22984363,Q18616576
P2802	Q22984363,Q18616576
P3349	Q22984363,Q18616576
P3437	Q22984363,Q18616576
P3858	Q22984363,Q18616576
P3872	Q22984363,Q18616576
P1075	Q22984450,Q18616576
P3202	Q22984450,Q18616576
P3270	Q22984450,Q18616576
P3271	Q22984450,Q18616576
P3991	Q22984450,Q18616576
P6	Q22984475,Q22997934,Q18616576
P35	Q22984475,Q22997934,Q18616576
P122	Q22984475,Q22997934,Q18616576
P210	Q22984475,Q18616576
P530	Q22984475,Q22997934,Q18616576
P541	Q22984475,Q18616576
P945	Q22984475,Q18616576
P1142	Q22984475,Q18616576
P3402	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P3428	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P3650	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P3803	Q22965162,Q18618644,Q27531381,Q18616576
P3816	Q22965162,Q18618644,Q27531381,Q18616576
P3818	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P3834	Q22965162,Q18618644,Q24716199,Q27531381,Q18616576
P4021	Q22965162,Q18618644,Q27531381,Q18616576
P2895	Q22969167,Q18616576
P3036	Q22969167,Q18616576
P360	Q22969221,Q18616576
P2354	Q22969221,Q18616576
P880	Q22969262,Q22963600,Q18616576
P1041	Q22969262,Q22963600,Q18616576
P2157	Q22969262,Q22963600,Q18616576
P2560	Q22969262,Q22963600,Q18616576
P3559	Q22969262,Q22963600,Q18616576
P515	Q22981316,Q18616576
P517	Q22981316,Q18616576
P816	Q22981316,Q18616576
P922	Q22981316,Q18616576
P1097	Q22981316,Q18616576
P1109	Q22981316,Q18616576
P1360	Q22981316,Q18616576
P2200	Q22981316,Q18616576
P2201	Q22981316,Q18616576
P2222	Q22981316,Q18616576
P2223	Q22981316,Q18616576
P2375	Q22981316,Q18616576
P2376	Q22981316,Q18616576
P2575	Q22981316,Q18616576
P3737	Q22981316,Q18616576
P3738	Q22981316,Q18616576
P3891	Q22981316,Q18616576
P4020	Q22981316,Q18616576
P417	Q22983697,Q18616576
P611	Q22983697,Q18616576
P612	Q22983697,Q18616576
P708	Q22983697,Q18616576
P778	Q22983697,Q18616576
P779	Q22983697,Q18616576
P1750	Q22983697,Q18616576
P1885	Q22983697,Q18616576
P2489	Q22983697,Q18616576,Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q19847637
P2925	Q22983697,Q18616576
P2971	Q22983697,Q18616576
P3371	Q22983697,Q18616576,Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q19847637
P3396	Q22983697,Q18616576,Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q19847637
P3501	Q22983697,Q18616576
P3701	Q22983697,Q18616576
P3963	Q22983697,Q18616576,Q19829908,Q19833377,Q22964966,Q28916621,Q18614948,Q18618644,Q19829914,Q19847637
P92	Q22984026,Q18616576
P209	Q22984026,Q22997934,Q18616576
P467	Q22984026,Q18616576
P1437	Q22984026,Q18616576
P1592	Q22984026,Q18616576
P1594	Q22984026,Q18616576
P1595	Q22984026,Q18616576
P1620	Q22984026,Q18616576
P1831	Q22984475,Q18616576
P1867	Q22984475,Q18616576
P1868	Q22984475,Q18616576
P1906	Q22984475,Q22997934,Q18616576
P2319	Q22984475,Q18616576
P2390	Q22984475,Q18616576
P1082	Q22984494,Q18616576
P1539	Q22984494,Q18616576,Q28649030
P1540	Q22984494,Q18616576
P2573	Q22984494,Q18616576
P674	Q22984512,Q18618644,Q18616576
P1074	Q22984512,Q18618644,Q18616576,Q28100549
P1080	Q22984512,Q18618644,Q18616576
P1165	Q22984512,Q18618644,Q18616576,Q29963999
P1434	Q22984512,Q18618644,Q18616576,Q29963999
P1441	Q22984512,Q18618644,Q18616576
P1445	Q22984512,Q18618644,Q18616576
P1881	Q22984512,Q18618644,Q18616576
P2408	Q22984512,Q18618644,Q18616576,Q29963999
P2438	Q22984512,Q18618644,Q18616576
P2546	Q22984512,Q18618644,Q18616576,Q29963999
P2563	Q22984512,Q18618644,Q18616576,Q29963999
P3092	Q22984512,Q18618644,Q18616576
P1872	Q22984545,Q18616576
P1873	Q22984545,Q18616576
P3506	Q22984545,Q18616576
P128	Q22988603,Q18616576
P680	Q22988603,Q18616576
P681	Q22988603,Q18616576
P682	Q22988603,Q18616576
P1349	Q22988603,Q18616576
P2143	Q22988603,Q18616576
P2410	Q22988603,Q18616576
P2520	Q22988603,Q18616576,Q27642681
P2548	Q22988603,Q18616576
P2576	Q22988603,Q18616576
P2597	Q22988603,Q18616576
P2827	Q22988603,Q18616576
P2839	Q22988603,Q18616576
P240	Q22984363,Q23069609,Q19829908,Q19833377,Q22964966,Q18616576,Q28916621,Q18614948,Q18618644,Q19829914,Q19847637
P799	Q22984363,Q23069609,Q18616576
P3090	Q22984363,Q23069609,Q18616576
P16	Q22984363,Q23069616,Q18616576
P197	Q22984363,Q23069616,Q23310071,Q18616576
P1622	Q22984363,Q23069616,Q18616576
P3086	Q22984363,Q23069616,Q23310071,Q18616576
P834	Q22984363,Q23310071,Q18616576
P930	Q22984363,Q23310071,Q18616576
P1064	Q22984363,Q23310071,Q18616576
P1377	Q22984363,Q23310071,Q18616576
P1378	Q22984363,Q23310071,Q18616576
P2815	Q22984363,Q23310071,Q19829908,Q19833377,Q22964966,Q18616576,Q28916621,Q18614948,Q18618644,Q19829914,Q19847637
P2978	Q22984363,Q23310071,Q18616576
P3019	Q22984363,Q23310071,Q18616576
P3104	Q22984363,Q23310071,Q19829908,Q19833377,Q22964966,Q28916621,Q18616576,Q18614948,Q18618644,Q19829914,Q19847637
P3209	Q22984363,Q23310071,Q18616576
P3610	Q22984363,Q23310071,Q18616576
P2327	Q21818626,Q23660994,Q22964785,Q24575337,Q18614948,Q22984545,Q18616576,Q19847637
P2330	Q21818626,Q23660994,Q22964785,Q24575337,Q18614948,Q22984545,Q18616576,Q19847637
P2648	Q21818626,Q23660994,Q22964785,Q24575337,Q18614948,Q22984545,Q18616576,Q19847637
P2649	Q21818626,Q23660994,Q22984545,Q18616576
P2708	Q21818626,Q23660994,Q22964785,Q24575337,Q18614948,Q28649023,Q28649030,Q22984545,Q18616576,Q19847637
P2912	Q21818626,Q23660994,Q22984545,Q18616576
P2840	Q22988603,Q18616576
P2849	Q22988603,Q18616576
P3063	Q22988603,Q18616576
P3387	Q22988603,Q18616576
P3395	Q22988603,Q18616576
P3406	Q22988603,Q18616576
P3433	Q22988603,Q18616576
P3465	Q22988603,Q18616576
P3485	Q22988603,Q18616576
P3486	Q22988603,Q18616576
P3487	Q22988603,Q18616576
P3488	Q22988603,Q18616576
P3523	Q22988603,Q18616576
P3524	Q22988603,Q18616576
P3636	Q22988603,Q18616576
P3739	Q22988603,Q18616576
P3741	Q22988603,Q18616576
P3852	Q22988603,Q18616576
P3853	Q22988603,Q18616576
P3860	Q22988603,Q18616576
P3870	Q22988603,Q18616576
P3937	Q22988603,Q18616576
P4000	Q22988603,Q18616576
P589	Q22988631,Q22988651,Q24041781,Q18616576
P1102	Q22988631,Q18616576
P1164	Q22988631,Q18616576
P1171	Q22988631,Q18616576
P1181	Q22988631,Q18616576
P1312	Q22988631,Q18616576
P1322	Q22988631,Q18616576
P1568	Q22988631,Q18616576
P1571	Q22988631,Q18616576
P1678	Q22988631,Q18616576
P1851	Q22988631,Q18616576
P2384	Q22988631,Q18616576
P2396	Q22988631,Q18616576
P2534	Q22988631,Q18616576
P2577	Q22988631,Q18616576
P2820	Q22988631,Q18616576
P2931	Q22988631,Q18616576
P3263	Q22988631,Q18616576
P3264	Q22988631,Q18616576
P514	Q22988651,Q18616576
P732	Q22988651,Q18616576
P733	Q22988651,Q18616576
P2660	Q22988651,Q18616576
P3196	Q22988651,Q22964785,Q24575337,Q18616576,Q18614948,Q19847637
P194	Q22997934,Q18616576
P208	Q22997934,Q18616576
P2656	Q21818626,Q23661205,Q22984545,Q18616576
P289	Q22984363,Q23779665,Q18616576
P532	Q22984363,Q23779665,Q18616576
P1093	Q22984363,Q23779665,Q18616576
P1099	Q22984363,Q23779665,Q18616576
P1624	Q22984363,Q23779665,Q19829908,Q19833377,Q22964966,Q28916621,Q18616576,Q18614948,Q18618644,Q19829914,Q19847637
P2979	Q22984363,Q23779665,Q18616576
P3994	Q22984363,Q23779665,Q18616576
P849	Q23069609,Q24041613,Q18616576,Q22984363
P878	Q23069609,Q24041613,Q18616576,Q22984363
P1470	Q23069609,Q24041613,Q18616576,Q22984363
P1956	Q23069609,Q24041613,Q18616576,Q22984363
P534	Q22988651,Q24041781,Q18616576
P537	Q22988651,Q24041781,Q18616576
P538	Q22988651,Q24041781,Q18616576
P565	Q22988651,Q24041781,Q18616576
P579	Q22988651,Q24041781,Q18616576
P690	Q22988651,Q24041781,Q18616576
P693	Q22988651,Q24041781,Q18616576
P711	Q22988651,Q24041781,Q18616576
P712	Q22988651,Q24041781,Q18616576
P713	Q22988651,Q24041781,Q18616576
P714	Q22988651,Q24041781,Q18616576
P1088	Q22988651,Q24041781,Q18616576
P1632	Q22988651,Q24041781,Q18616576
P2155	Q22988651,Q24041781,Q18616576
P2156	Q22988651,Q24041781,Q18616576
P2098	Q22997934,Q18616576
P3075	Q22997934,Q18616576
P868	Q23038310,Q18616576
P1034	Q23038310,Q18616576
P1820	Q23038310,Q18616576
P1821	Q23038310,Q18616576
P2371	Q23038310,Q18616576
P200	Q24041622,Q18616576
P201	Q24041622,Q18616576
P469	Q24041622,Q18616576
P885	Q24041622,Q18616576
P974	Q24041622,Q18616576
P2225	Q24041622,Q18616576
P3866	Q24041622,Q18616576
P3871	Q24041622,Q18616576
P4002	Q24041622,Q18616576
P2848	Q24262056,Q24239898,Q18616576
P2345	Q22964785,Q24575337,Q18614948,Q18616576,Q19847637
P852	Q18618644,Q24716199,Q21126229,Q22984545,Q28147643,Q18616576,Q22963600
P853	Q18618644,Q24716199,Q21126229,Q22984545,Q28147643,Q18616576,Q22963600
P908	Q18618644,Q24716199,Q21126229,Q22984545,Q28147643,Q18616576,Q22963600
P914	Q18618644,Q24716199,Q21126229,Q22984545,Q28147643,Q18616576,Q22963600
P916	Q18618644,Q24716199,Q21126229,Q22984545,Q28147643,Q18616576,Q22963600
P3156	Q18618644,Q24716199,Q18616576
P3216	Q18618644,Q24716199,Q18616576
P3306	Q18618644,Q24716199,Q18616576
P1059	Q21745557,Q26235166,Q18608993,Q18614948,Q18616576,Q19847637
P2391	Q21745557,Q26235166,Q18608993,Q18614948,Q18616576,Q19847637
P2619	Q21745557,Q26235166,Q18608993,Q18614948,Q18616576,Q19847637
P2622	Q21745557,Q26235166,Q18608993,Q18614948,Q18616576,Q19847637
P3215	Q21745557,Q26235166,Q18608993,Q18614948,Q18616576,Q19847637
Q16701931	Q21745557,Q26235166,Q18608993,Q18614948,Q18616576,Q19847637
P213	Q19847637,Q24075706,Q18614948,Q27038669,Q18616576
P3097	Q19847637,Q27038669,Q18616576
P1087	Q21818626,Q22984545,Q18616576,Q27698571,Q18608871,Q28106456
P2962	Q21818626,Q22984545,Q27698571,Q18616576
P741	Q21818626,Q18616576,Q27886949,Q18608871,Q28106456,Q22984545
P3432	Q22988603,Q27968522,Q18616576
P3578	Q22988603,Q27968522,Q18616576
P423	Q18616576,Q21818626,Q18608871,Q28106456,Q28600002,Q28649019,Q22984545
P647	Q18616576,Q21818626,Q18608871,Q28106456,Q22984545
P1532	Q18616576,Q21818626,Q18608871,Q28106456,Q22984545
P2415	Q18616576,Q21818626,Q18608871,Q28106456,Q22984545
P2545	Q18616576,Q21818626,Q18608871,Q28106456,Q22984545
P765	Q21818626,Q22964966,Q22964785,Q28106485,Q28106586,Q19829914,Q22984545,Q18616576
P3530	Q21818626,Q22964966,Q28106485,Q28648966,Q19829914,Q22984545,Q18616576
P3572	Q21818626,Q22964966,Q19829908,Q19833377,Q28106485,Q28916621,Q19829914,Q22984545,Q18614948,Q18618644,Q18616576,Q19847637
P3586	Q21818626,Q22964966,Q19829908,Q19833377,Q28106485,Q28916621,Q19829914,Q22984545,Q18614948,Q18618644,Q18616576,Q19847637
P3840	Q21818626,Q22964966,Q28106485,Q28648966,Q19829914,Q22984545,Q18616576
P543	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545,Q30225619
P545	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545,Q30225619
P1346	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P1363	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P1390	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P1652	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P2499	Q21818626,Q22964785,Q28106586,Q18616576,Q22984545
P425	Q24043375,Q18616576
P918	Q24043375,Q18616576
P952	Q24043375,Q18616576
P1021	Q24043375,Q18616576
P1023	Q24043375,Q18616576
P1024	Q24043375,Q18616576
P1043	Q24043375,Q18616576
P1069	Q24043375,Q18616576
P435	Q24075706,Q19833377,Q22965078,Q18614948,Q27525351,Q28146956,Q19847637,Q18618644,Q18616576
P436	Q24075706,Q19833377,Q22965078,Q18614948,Q27525351,Q28146956,Q19847637,Q18618644,Q18616576
P1248	Q24075706,Q18614948,Q19847637,Q18616576
P1330	Q24075706,Q18614948,Q18616576,Q27525351,Q19847637
P1407	Q24075706,Q19833377,Q22965078,Q18614948,Q27525351,Q28146956,Q19847637,Q18618644,Q18616576
P1617	Q24075706,Q18614948,Q19847637,Q18616576
P3266	Q24075706,Q18614948,Q19847637,Q18616576
